station_code,station_name,year,horizon,horizon_hours,predictor,total_rows,target_available_samples,predictor_available_samples,usable_samples,usable_pct
1431A,JQLH,2021,30d,720,T2,8049,6856,8048,6855,85.16585911293329
1431A,JQLH,2015,30d,720,RH2,8760,7633,8753,7633,87.13470319634703
1431A,JQLH,2016,30d,720,RH2,8784,8208,8784,8208,93.44262295081968
1431A,JQLH,2017,30d,720,RH2,8760,8318,8760,8318,94.95433789954339
1431A,JQLH,2018,30d,720,RH2,8760,7560,8760,7560,86.3013698630137
1431A,JQLH,2019,30d,720,RH2,8760,7918,8760,7918,90.38812785388129
1431A,JQLH,2020,30d,720,RH2,8784,7965,8784,7965,90.67622950819673
1431A,JQLH,2021,30d,720,RH2,8049,6856,8049,6856,85.17828301652379
1431A,JQLH,2015,30d,720,PBLH,8760,7633,8753,7633,87.13470319634703
1431A,JQLH,2016,30d,720,PBLH,8784,8208,8784,8208,93.44262295081968
1431A,JQLH,2017,30d,720,PBLH,8760,8318,8760,8318,94.95433789954339
1431A,JQLH,2018,30d,720,PBLH,8760,7560,8760,7560,86.3013698630137
1431A,JQLH,2019,30d,720,PBLH,8760,7918,8760,7918,90.38812785388129
1431A,JQLH,2020,30d,720,PBLH,8784,7965,8784,7965,90.67622950819673
1431A,JQLH,2021,30d,720,PBLH,8049,6856,8048,6855,85.16585911293329
1432A,SLD,2015,48h,48,PM10,8760,7650,8145,7625,87.04337899543378
1432A,SLD,2016,48h,48,PM10,8784,8331,8511,8289,94.36475409836066
1432A,SLD,2017,48h,48,PM10,8760,8382,8520,8331,95.1027397260274
1432A,SLD,2018,48h,48,PM10,8760,7864,8075,7777,88.77853881278538
1432A,SLD,2019,48h,48,PM10,8760,7047,7685,6917,78.96118721461187
1432A,SLD,2020,48h,48,PM10,8784,8212,8505,8185,93.18078324225864
1432A,SLD,2021,48h,48,PM10,8049,7645,7905,7642,94.9434712386632
1432A,SLD,2015,48h,48,SO2,8760,7650,8167,7646,87.28310502283105
1432A,SLD,2016,48h,48,SO2,8784,8331,8545,8322,94.74043715846994
1432A,SLD,2017,48h,48,SO2,8760,8382,8551,8362,95.45662100456622
1432A,SLD,2018,48h,48,SO2,8760,7864,8135,7817,89.2351598173516
1432A,SLD,2019,48h,48,SO2,8760,7047,7800,6988,79.77168949771689
1432A,SLD,2020,48h,48,SO2,8784,8212,8528,8162,92.91894353369763
1432A,SLD,2021,48h,48,SO2,8049,7645,7888,7597,94.38439557709032
1432A,SLD,2015,48h,48,NO2,8760,7650,8169,7648,87.30593607305937
1432A,SLD,2016,48h,48,NO2,8784,8331,8550,8327,94.79735883424408
1432A,SLD,2017,48h,48,NO2,8760,8382,8550,8360,95.4337899543379
1432A,SLD,2018,48h,48,NO2,8760,7864,8108,7792,88.94977168949771
1432A,SLD,2019,48h,48,NO2,8760,7047,7756,6944,79.26940639269407
1432A,SLD,2020,48h,48,NO2,8784,8212,8469,8121,92.45218579234972
1432A,SLD,2021,48h,48,NO2,8049,7645,7850,7568,94.02410237296559
1432A,SLD,2015,48h,48,O3-8h,8760,7650,8136,7615,86.92922374429224
1432A,SLD,2016,48h,48,O3-8h,8784,8331,8553,8330,94.83151183970855
1432A,SLD,2017,48h,48,O3-8h,8760,8382,8569,8376,95.61643835616438
1432A,SLD,2018,48h,48,O3-8h,8760,7864,8191,7862,89.74885844748859
1432A,SLD,2019,48h,48,O3-8h,8760,7047,7933,7042,80.38812785388127
1432A,SLD,2020,48h,48,O3-8h,8784,8212,8568,8202,93.37431693989072
1432A,SLD,2021,48h,48,O3-8h,8049,7645,7797,7517,93.39048328984967
1432A,SLD,2015,48h,48,CO,8760,7650,8168,7646,87.28310502283105
1432A,SLD,2016,48h,48,CO,8784,8331,8548,8325,94.77459016393442
1432A,SLD,2017,48h,48,CO,8760,8382,8566,8377,95.62785388127854
1432A,SLD,2018,48h,48,CO,8760,7864,8139,7819,89.2579908675799
1432A,SLD,2019,48h,48,CO,8760,7047,7781,6975,79.62328767123287
1432A,SLD,2020,48h,48,CO,8784,8212,8483,8138,92.64571948998179
1432A,SLD,2021,48h,48,CO,8049,7645,7887,7602,94.44651509504286
1432A,SLD,2015,48h,48,U10,8760,7650,8753,7650,87.32876712328768
1432A,SLD,2016,48h,48,U10,8784,8331,8784,8331,94.84289617486338
1432A,SLD,2017,48h,48,U10,8760,8382,8760,8382,95.68493150684931
1432A,SLD,2018,48h,48,U10,8760,7864,8760,7864,89.7716894977169
1432A,SLD,2019,48h,48,U10,8760,7047,8760,7047,80.44520547945206
1432A,SLD,2020,48h,48,U10,8784,8212,8784,8212,93.48816029143899
1432A,SLD,2021,48h,48,U10,8049,7645,8048,7644,94.96831904584421
1432A,SLD,2015,48h,48,V10,8760,7650,8753,7650,87.32876712328768
1432A,SLD,2016,48h,48,V10,8784,8331,8784,8331,94.84289617486338
1432A,SLD,2017,48h,48,V10,8760,8382,8760,8382,95.68493150684931
1432A,SLD,2018,48h,48,V10,8760,7864,8760,7864,89.7716894977169
1432A,SLD,2019,48h,48,V10,8760,7047,8760,7047,80.44520547945206
1432A,SLD,2020,48h,48,V10,8784,8212,8784,8212,93.48816029143899
1432A,SLD,2021,48h,48,V10,8049,7645,8048,7644,94.96831904584421
1432A,SLD,2015,48h,48,T2,8760,7650,8753,7650,87.32876712328768
1432A,SLD,2016,48h,48,T2,8784,8331,8784,8331,94.84289617486338
1432A,SLD,2017,48h,48,T2,8760,8382,8760,8382,95.68493150684931
1432A,SLD,2018,48h,48,T2,8760,7864,8760,7864,89.7716894977169
1432A,SLD,2019,48h,48,T2,8760,7047,8760,7047,80.44520547945206
1432A,SLD,2020,48h,48,T2,8784,8212,8784,8212,93.48816029143899
1432A,SLD,2021,48h,48,T2,8049,7645,8048,7644,94.96831904584421
1432A,SLD,2015,48h,48,RH2,8760,7650,8753,7650,87.32876712328768
1432A,SLD,2016,48h,48,RH2,8784,8331,8784,8331,94.84289617486338
1432A,SLD,2017,48h,48,RH2,8760,8382,8760,8382,95.68493150684931
1432A,SLD,2018,48h,48,RH2,8760,7864,8760,7864,89.7716894977169
1432A,SLD,2019,48h,48,RH2,8760,7047,8760,7047,80.44520547945206
1432A,SLD,2020,48h,48,RH2,8784,8212,8784,8212,93.48816029143899
1432A,SLD,2021,48h,48,RH2,8049,7645,8049,7645,94.98074294943471
1432A,SLD,2015,48h,48,PBLH,8760,7650,8753,7650,87.32876712328768
1432A,SLD,2016,48h,48,PBLH,8784,8331,8784,8331,94.84289617486338
1432A,SLD,2017,48h,48,PBLH,8760,8382,8760,8382,95.68493150684931
1432A,SLD,2018,48h,48,PBLH,8760,7864,8760,7864,89.7716894977169
1432A,SLD,2019,48h,48,PBLH,8760,7047,8760,7047,80.44520547945206
1432A,SLD,2020,48h,48,PBLH,8784,8212,8784,8212,93.48816029143899
1432A,SLD,2021,48h,48,PBLH,8049,7645,8048,7644,94.96831904584421
1432A,SLD,2015,72h,72,PM10,8760,7653,8145,7631,87.11187214611871
1432A,SLD,2016,72h,72,PM10,8784,8321,8511,8279,94.2509107468124
1432A,SLD,2017,72h,72,PM10,8760,8375,8520,8324,95.0228310502283
1432A,SLD,2018,72h,72,PM10,8760,7771,8075,7681,87.68264840182648
1432A,SLD,2019,72h,72,PM10,8760,6998,7685,6884,78.58447488584474
1432A,SLD,2020,72h,72,PM10,8784,8202,8505,8175,93.06693989071039
1432A,SLD,2021,72h,72,PM10,8049,7620,7905,7617,94.63287364890049
1432A,SLD,2015,72h,72,SO2,8760,7653,8167,7648,87.30593607305937
1432A,SLD,2016,72h,72,SO2,8784,8321,8545,8312,94.62659380692168
1432A,SLD,2017,72h,72,SO2,8760,8375,8551,8356,95.38812785388127
1432A,SLD,2018,72h,72,SO2,8760,7771,8135,7724,88.17351598173516
1432A,SLD,2019,72h,72,SO2,8760,6998,7800,6941,79.2351598173516
1432A,SLD,2020,72h,72,SO2,8784,8202,8528,8152,92.80510018214936
1432A,SLD,2021,72h,72,SO2,8049,7620,7888,7573,94.08622189091813
1432A,SLD,2015,72h,72,NO2,8760,7653,8169,7650,87.32876712328768
1432A,SLD,2016,72h,72,NO2,8784,8321,8550,8317,94.68351548269581
1432A,SLD,2017,72h,72,NO2,8760,8375,8550,8353,95.35388127853881
1432A,SLD,2018,72h,72,NO2,8760,7771,8108,7703,87.93378995433791
1432A,SLD,2019,72h,72,NO2,8760,6998,7756,6901,78.7785388127854
1432A,SLD,2020,72h,72,NO2,8784,8202,8469,8111,92.33834244080145
1432A,SLD,2021,72h,72,NO2,8049,7620,7850,7542,93.70108087961238
1432A,SLD,2015,72h,72,O3-8h,8760,7653,8136,7620,86.98630136986301
1432A,SLD,2016,72h,72,O3-8h,8784,8321,8553,8320,94.71766848816029
1432A,SLD,2017,72h,72,O3-8h,8760,8375,8569,8369,95.5365296803653
1432A,SLD,2018,72h,72,O3-8h,8760,7771,8191,7769,88.68721461187215
1432A,SLD,2019,72h,72,O3-8h,8760,6998,7933,6994,79.84018264840182
1432A,SLD,2020,72h,72,O3-8h,8784,8202,8568,8194,93.2832422586521
1432A,SLD,2021,72h,72,O3-8h,8049,7620,7797,7506,93.25382035035408
1432A,SLD,2015,72h,72,CO,8760,7653,8168,7649,87.31735159817352
1432A,SLD,2016,72h,72,CO,8784,8321,8548,8315,94.66074681238615
1432A,SLD,2017,72h,72,CO,8760,8375,8566,8371,95.55936073059361
1432A,SLD,2018,72h,72,CO,8760,7771,8139,7726,88.19634703196347
1432A,SLD,2019,72h,72,CO,8760,6998,7781,6927,79.07534246575342
1432A,SLD,2020,72h,72,CO,8784,8202,8483,8125,92.49772313296903
1432A,SLD,2021,72h,72,CO,8049,7620,7887,7583,94.2104609268232
1432A,SLD,2015,72h,72,U10,8760,7653,8753,7653,87.36301369863013
1432A,SLD,2016,72h,72,U10,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,72h,72,U10,8760,8375,8760,8375,95.60502283105022
1432A,SLD,2018,72h,72,U10,8760,7771,8760,7771,88.71004566210046
1432A,SLD,2019,72h,72,U10,8760,6998,8760,6998,79.88584474885845
1432A,SLD,2020,72h,72,U10,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,72h,72,U10,8049,7620,8048,7619,94.6577214560815
1432A,SLD,2015,72h,72,V10,8760,7653,8753,7653,87.36301369863013
1432A,SLD,2016,72h,72,V10,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,72h,72,V10,8760,8375,8760,8375,95.60502283105022
1432A,SLD,2018,72h,72,V10,8760,7771,8760,7771,88.71004566210046
1432A,SLD,2019,72h,72,V10,8760,6998,8760,6998,79.88584474885845
1432A,SLD,2020,72h,72,V10,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,72h,72,V10,8049,7620,8048,7619,94.6577214560815
1432A,SLD,2015,72h,72,T2,8760,7653,8753,7653,87.36301369863013
1432A,SLD,2016,72h,72,T2,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,72h,72,T2,8760,8375,8760,8375,95.60502283105022
1432A,SLD,2018,72h,72,T2,8760,7771,8760,7771,88.71004566210046
1432A,SLD,2019,72h,72,T2,8760,6998,8760,6998,79.88584474885845
1432A,SLD,2020,72h,72,T2,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,72h,72,T2,8049,7620,8048,7619,94.6577214560815
1432A,SLD,2015,72h,72,RH2,8760,7653,8753,7653,87.36301369863013
1432A,SLD,2016,72h,72,RH2,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,72h,72,RH2,8760,8375,8760,8375,95.60502283105022
1432A,SLD,2018,72h,72,RH2,8760,7771,8760,7771,88.71004566210046
1432A,SLD,2019,72h,72,RH2,8760,6998,8760,6998,79.88584474885845
1432A,SLD,2020,72h,72,RH2,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,72h,72,RH2,8049,7620,8049,7620,94.670145359672
1432A,SLD,2015,72h,72,PBLH,8760,7653,8753,7653,87.36301369863013
1432A,SLD,2016,72h,72,PBLH,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,72h,72,PBLH,8760,8375,8760,8375,95.60502283105022
1432A,SLD,2018,72h,72,PBLH,8760,7771,8760,7771,88.71004566210046
1432A,SLD,2019,72h,72,PBLH,8760,6998,8760,6998,79.88584474885845
1432A,SLD,2020,72h,72,PBLH,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,72h,72,PBLH,8049,7620,8048,7619,94.6577214560815
1432A,SLD,2015,7d,168,PM10,8760,7669,8145,7644,87.26027397260275
1432A,SLD,2016,7d,168,PM10,8784,8326,8511,8283,94.2964480874317
1432A,SLD,2017,7d,168,PM10,8760,8376,8520,8327,95.05707762557077
1432A,SLD,2018,7d,168,PM10,8760,7702,8075,7612,86.89497716894977
1432A,SLD,2019,7d,168,PM10,8760,7024,7685,6896,78.72146118721462
1432A,SLD,2020,7d,168,PM10,8784,8209,8505,8182,93.14663023679417
1432A,SLD,2021,7d,168,PM10,8049,7535,7905,7533,93.5892657472978
1432A,SLD,2015,7d,168,SO2,8760,7669,8167,7664,87.48858447488584
1432A,SLD,2016,7d,168,SO2,8784,8326,8545,8317,94.68351548269581
1432A,SLD,2017,7d,168,SO2,8760,8376,8551,8356,95.38812785388127
1432A,SLD,2018,7d,168,SO2,8760,7702,8135,7657,87.40867579908675
1432A,SLD,2019,7d,168,SO2,8760,7024,7800,6964,79.49771689497716
1432A,SLD,2020,7d,168,SO2,8784,8209,8528,8158,92.87340619307832
1432A,SLD,2021,7d,168,SO2,8049,7535,7888,7488,93.03019008572494
1432A,SLD,2015,7d,168,NO2,8760,7669,8169,7666,87.51141552511416
1432A,SLD,2016,7d,168,NO2,8784,8326,8550,8322,94.74043715846994
1432A,SLD,2017,7d,168,NO2,8760,8376,8550,8355,95.37671232876713
1432A,SLD,2018,7d,168,NO2,8760,7702,8108,7636,87.1689497716895
1432A,SLD,2019,7d,168,NO2,8760,7024,7756,6934,79.15525114155251
1432A,SLD,2020,7d,168,NO2,8784,8209,8469,8124,92.4863387978142
1432A,SLD,2021,7d,168,NO2,8049,7535,7850,7460,92.68232078519071
1432A,SLD,2015,7d,168,O3-8h,8760,7669,8136,7633,87.13470319634703
1432A,SLD,2016,7d,168,O3-8h,8784,8326,8553,8325,94.77459016393442
1432A,SLD,2017,7d,168,O3-8h,8760,8376,8569,8370,95.54794520547945
1432A,SLD,2018,7d,168,O3-8h,8760,7702,8191,7700,87.89954337899543
1432A,SLD,2019,7d,168,O3-8h,8760,7024,7933,7020,80.13698630136986
1432A,SLD,2020,7d,168,O3-8h,8784,8209,8568,8199,93.34016393442623
1432A,SLD,2021,7d,168,O3-8h,8049,7535,7797,7426,92.25990806311343
1432A,SLD,2015,7d,168,CO,8760,7669,8168,7665,87.5
1432A,SLD,2016,7d,168,CO,8784,8326,8548,8320,94.71766848816029
1432A,SLD,2017,7d,168,CO,8760,8376,8566,8371,95.55936073059361
1432A,SLD,2018,7d,168,CO,8760,7702,8139,7659,87.43150684931507
1432A,SLD,2019,7d,168,CO,8760,7024,7781,6966,79.52054794520548
1432A,SLD,2020,7d,168,CO,8784,8209,8483,8132,92.57741347905282
1432A,SLD,2021,7d,168,CO,8049,7535,7887,7493,93.09230960367746
1432A,SLD,2015,7d,168,U10,8760,7669,8753,7669,87.54566210045662
1432A,SLD,2016,7d,168,U10,8784,8326,8784,8326,94.78597449908925
1432A,SLD,2017,7d,168,U10,8760,8376,8760,8376,95.61643835616438
1432A,SLD,2018,7d,168,U10,8760,7702,8760,7702,87.92237442922375
1432A,SLD,2019,7d,168,U10,8760,7024,8760,7024,80.18264840182648
1432A,SLD,2020,7d,168,U10,8784,8209,8784,8209,93.4540072859745
1432A,SLD,2021,7d,168,U10,8049,7535,8048,7534,93.6016896508883
1432A,SLD,2015,7d,168,V10,8760,7669,8753,7669,87.54566210045662
1432A,SLD,2016,7d,168,V10,8784,8326,8784,8326,94.78597449908925
1432A,SLD,2017,7d,168,V10,8760,8376,8760,8376,95.61643835616438
1432A,SLD,2018,7d,168,V10,8760,7702,8760,7702,87.92237442922375
1432A,SLD,2019,7d,168,V10,8760,7024,8760,7024,80.18264840182648
1432A,SLD,2020,7d,168,V10,8784,8209,8784,8209,93.4540072859745
1432A,SLD,2021,7d,168,V10,8049,7535,8048,7534,93.6016896508883
1432A,SLD,2015,7d,168,T2,8760,7669,8753,7669,87.54566210045662
1432A,SLD,2016,7d,168,T2,8784,8326,8784,8326,94.78597449908925
1432A,SLD,2017,7d,168,T2,8760,8376,8760,8376,95.61643835616438
1432A,SLD,2018,7d,168,T2,8760,7702,8760,7702,87.92237442922375
1432A,SLD,2019,7d,168,T2,8760,7024,8760,7024,80.18264840182648
1432A,SLD,2020,7d,168,T2,8784,8209,8784,8209,93.4540072859745
1432A,SLD,2021,7d,168,T2,8049,7535,8048,7534,93.6016896508883
1432A,SLD,2015,7d,168,RH2,8760,7669,8753,7669,87.54566210045662
1432A,SLD,2016,7d,168,RH2,8784,8326,8784,8326,94.78597449908925
1432A,SLD,2017,7d,168,RH2,8760,8376,8760,8376,95.61643835616438
1432A,SLD,2018,7d,168,RH2,8760,7702,8760,7702,87.92237442922375
1432A,SLD,2019,7d,168,RH2,8760,7024,8760,7024,80.18264840182648
1432A,SLD,2020,7d,168,RH2,8784,8209,8784,8209,93.4540072859745
1432A,SLD,2021,7d,168,RH2,8049,7535,8049,7535,93.61411355447882
1432A,SLD,2015,7d,168,PBLH,8760,7669,8753,7669,87.54566210045662
1432A,SLD,2016,7d,168,PBLH,8784,8326,8784,8326,94.78597449908925
1432A,SLD,2017,7d,168,PBLH,8760,8376,8760,8376,95.61643835616438
1432A,SLD,2018,7d,168,PBLH,8760,7702,8760,7702,87.92237442922375
1432A,SLD,2019,7d,168,PBLH,8760,7024,8760,7024,80.18264840182648
1432A,SLD,2020,7d,168,PBLH,8784,8209,8784,8209,93.4540072859745
1432A,SLD,2021,7d,168,PBLH,8049,7535,8048,7534,93.6016896508883
1432A,SLD,2015,14d,336,PM10,8760,7678,8145,7653,87.36301369863013
1432A,SLD,2016,14d,336,PM10,8784,8321,8511,8278,94.23952641165756
1432A,SLD,2017,14d,336,PM10,8760,8374,8520,8326,95.04566210045662
1432A,SLD,2018,14d,336,PM10,8760,7638,8075,7561,86.31278538812785
1432A,SLD,2019,14d,336,PM10,8760,6948,7685,6818,77.8310502283105
1432A,SLD,2020,14d,336,PM10,8784,8203,8505,8176,93.0783242258652
1432A,SLD,2021,14d,336,PM10,8049,7362,7905,7359,91.42750652254938
1432A,SLD,2015,14d,336,SO2,8760,7678,8167,7673,87.59132420091325
1432A,SLD,2016,14d,336,SO2,8784,8321,8545,8312,94.62659380692168
1432A,SLD,2017,14d,336,SO2,8760,8374,8551,8354,95.36529680365297
1432A,SLD,2018,14d,336,SO2,8760,7638,8135,7594,86.68949771689498
1432A,SLD,2019,14d,336,SO2,8760,6948,7800,6888,78.63013698630137
1432A,SLD,2020,14d,336,SO2,8784,8203,8528,8152,92.80510018214936
1432A,SLD,2021,14d,336,SO2,8049,7362,7888,7319,90.93055037892907
1432A,SLD,2015,14d,336,NO2,8760,7678,8169,7675,87.61415525114155
1432A,SLD,2016,14d,336,NO2,8784,8321,8550,8317,94.68351548269581
1432A,SLD,2017,14d,336,NO2,8760,8374,8550,8352,95.34246575342465
1432A,SLD,2018,14d,336,NO2,8760,7638,8108,7567,86.3812785388128
1432A,SLD,2019,14d,336,NO2,8760,6948,7756,6859,78.29908675799086
1432A,SLD,2020,14d,336,NO2,8784,8203,8469,8114,92.37249544626593
1432A,SLD,2021,14d,336,NO2,8049,7362,7850,7290,90.57025717480433
1432A,SLD,2015,14d,336,O3-8h,8760,7678,8136,7644,87.26027397260275
1432A,SLD,2016,14d,336,O3-8h,8784,8321,8553,8320,94.71766848816029
1432A,SLD,2017,14d,336,O3-8h,8760,8374,8569,8368,95.52511415525115
1432A,SLD,2018,14d,336,O3-8h,8760,7638,8191,7636,87.1689497716895
1432A,SLD,2019,14d,336,O3-8h,8760,6948,7933,6943,79.2579908675799
1432A,SLD,2020,14d,336,O3-8h,8784,8203,8568,8193,93.27185792349727
1432A,SLD,2021,14d,336,O3-8h,8049,7362,7797,7259,90.18511616349856
1432A,SLD,2015,14d,336,CO,8760,7678,8168,7674,87.6027397260274
1432A,SLD,2016,14d,336,CO,8784,8321,8548,8315,94.66074681238615
1432A,SLD,2017,14d,336,CO,8760,8374,8566,8369,95.5365296803653
1432A,SLD,2018,14d,336,CO,8760,7638,8139,7593,86.67808219178083
1432A,SLD,2019,14d,336,CO,8760,6948,7781,6883,78.5730593607306
1432A,SLD,2020,14d,336,CO,8784,8203,8483,8125,92.49772313296903
1432A,SLD,2021,14d,336,CO,8049,7362,7887,7322,90.96782208970058
1432A,SLD,2015,14d,336,U10,8760,7678,8753,7678,87.64840182648402
1432A,SLD,2016,14d,336,U10,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,14d,336,U10,8760,8374,8760,8374,95.59360730593608
1432A,SLD,2018,14d,336,U10,8760,7638,8760,7638,87.1917808219178
1432A,SLD,2019,14d,336,U10,8760,6948,8760,6948,79.31506849315069
1432A,SLD,2020,14d,336,U10,8784,8203,8784,8203,93.38570127504553
1432A,SLD,2021,14d,336,U10,8049,7362,8048,7361,91.4523543297304
1432A,SLD,2015,14d,336,V10,8760,7678,8753,7678,87.64840182648402
1432A,SLD,2016,14d,336,V10,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,14d,336,V10,8760,8374,8760,8374,95.59360730593608
1432A,SLD,2018,14d,336,V10,8760,7638,8760,7638,87.1917808219178
1432A,SLD,2019,14d,336,V10,8760,6948,8760,6948,79.31506849315069
1432A,SLD,2020,14d,336,V10,8784,8203,8784,8203,93.38570127504553
1432A,SLD,2021,14d,336,V10,8049,7362,8048,7361,91.4523543297304
1432A,SLD,2015,14d,336,T2,8760,7678,8753,7678,87.64840182648402
1432A,SLD,2016,14d,336,T2,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,14d,336,T2,8760,8374,8760,8374,95.59360730593608
1432A,SLD,2018,14d,336,T2,8760,7638,8760,7638,87.1917808219178
1432A,SLD,2019,14d,336,T2,8760,6948,8760,6948,79.31506849315069
1432A,SLD,2020,14d,336,T2,8784,8203,8784,8203,93.38570127504553
1432A,SLD,2021,14d,336,T2,8049,7362,8048,7361,91.4523543297304
1432A,SLD,2015,14d,336,RH2,8760,7678,8753,7678,87.64840182648402
1432A,SLD,2016,14d,336,RH2,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,14d,336,RH2,8760,8374,8760,8374,95.59360730593608
1432A,SLD,2018,14d,336,RH2,8760,7638,8760,7638,87.1917808219178
1432A,SLD,2019,14d,336,RH2,8760,6948,8760,6948,79.31506849315069
1432A,SLD,2020,14d,336,RH2,8784,8203,8784,8203,93.38570127504553
1432A,SLD,2021,14d,336,RH2,8049,7362,8049,7362,91.46477823332091
1432A,SLD,2015,14d,336,PBLH,8760,7678,8753,7678,87.64840182648402
1432A,SLD,2016,14d,336,PBLH,8784,8321,8784,8321,94.72905282331512
1432A,SLD,2017,14d,336,PBLH,8760,8374,8760,8374,95.59360730593608
1432A,SLD,2018,14d,336,PBLH,8760,7638,8760,7638,87.1917808219178
1432A,SLD,2019,14d,336,PBLH,8760,6948,8760,6948,79.31506849315069
1432A,SLD,2020,14d,336,PBLH,8784,8203,8784,8203,93.38570127504553
1432A,SLD,2021,14d,336,PBLH,8049,7362,8048,7361,91.4523543297304
1432A,SLD,2015,30d,720,PM10,8760,7694,8145,7669,87.54566210045662
1432A,SLD,2016,30d,720,PM10,8784,8316,8511,8273,94.18260473588343
1432A,SLD,2017,30d,720,PM10,8760,8380,8520,8329,95.07990867579909
1432A,SLD,2018,30d,720,PM10,8760,7592,8075,7506,85.68493150684931
1432A,SLD,2019,30d,720,PM10,8760,7052,7685,6928,79.08675799086758
1432A,SLD,2020,30d,720,PM10,8784,8202,8505,8175,93.06693989071039
1432A,SLD,2021,30d,720,PM10,8049,6982,7905,6979,86.70642315815628
1432A,SLD,2015,30d,720,SO2,8760,7694,8167,7689,87.77397260273972
1432A,SLD,2016,30d,720,SO2,8784,8316,8545,8307,94.56967213114754
1432A,SLD,2017,30d,720,SO2,8760,8380,8551,8361,95.44520547945206
1432A,SLD,2018,30d,720,SO2,8760,7592,8135,7546,86.14155251141553
1432A,SLD,2019,30d,720,SO2,8760,7052,7800,6993,79.82876712328768
1432A,SLD,2020,30d,720,SO2,8784,8202,8528,8153,92.81648451730419
1432A,SLD,2021,30d,720,SO2,8049,6982,7888,6938,86.19704311094546
1432A,SLD,2015,30d,720,NO2,8760,7694,8169,7691,87.79680365296804
1432A,SLD,2016,30d,720,NO2,8784,8316,8550,8312,94.62659380692168
1432A,SLD,2017,30d,720,NO2,8760,8380,8550,8358,95.41095890410959
1432A,SLD,2018,30d,720,NO2,8760,7592,8108,7519,85.83333333333333
1432A,SLD,2019,30d,720,NO2,8760,7052,7756,6954,79.38356164383562
1432A,SLD,2020,30d,720,NO2,8784,8202,8469,8115,92.38387978142076
1432A,SLD,2021,30d,720,NO2,8049,6982,7850,6908,85.82432600323021
1432A,SLD,2015,30d,720,O3-8h,8760,7694,8136,7659,87.43150684931507
1432A,SLD,2016,30d,720,O3-8h,8784,8316,8553,8315,94.66074681238615
1432A,SLD,2017,30d,720,O3-8h,8760,8380,8569,8374,95.59360730593608
1432A,SLD,2018,30d,720,O3-8h,8760,7592,8191,7590,86.64383561643835
1432A,SLD,2019,30d,720,O3-8h,8760,7052,7933,7048,80.45662100456622
1432A,SLD,2020,30d,720,O3-8h,8784,8202,8568,8192,93.26047358834244
1432A,SLD,2021,30d,720,O3-8h,8049,6982,7797,6917,85.93614113554479
1432A,SLD,2015,30d,720,CO,8760,7694,8168,7690,87.78538812785388
1432A,SLD,2016,30d,720,CO,8784,8316,8548,8310,94.60382513661202
1432A,SLD,2017,30d,720,CO,8760,8380,8566,8375,95.60502283105022
1432A,SLD,2018,30d,720,CO,8760,7592,8139,7547,86.15296803652967
1432A,SLD,2019,30d,720,CO,8760,7052,7781,6977,79.64611872146119
1432A,SLD,2020,30d,720,CO,8784,8202,8483,8128,92.53187613843352
1432A,SLD,2021,30d,720,CO,8049,6982,7887,6943,86.259162628898
1432A,SLD,2015,30d,720,U10,8760,7694,8753,7694,87.8310502283105
1432A,SLD,2016,30d,720,U10,8784,8316,8784,8316,94.67213114754098
1432A,SLD,2017,30d,720,U10,8760,8380,8760,8380,95.662100456621
1432A,SLD,2018,30d,720,U10,8760,7592,8760,7592,86.66666666666667
1432A,SLD,2019,30d,720,U10,8760,7052,8760,7052,80.50228310502283
1432A,SLD,2020,30d,720,U10,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,30d,720,U10,8049,6982,8048,6981,86.7312709653373
1432A,SLD,2015,30d,720,V10,8760,7694,8753,7694,87.8310502283105
1432A,SLD,2016,30d,720,V10,8784,8316,8784,8316,94.67213114754098
1432A,SLD,2017,30d,720,V10,8760,8380,8760,8380,95.662100456621
1432A,SLD,2018,30d,720,V10,8760,7592,8760,7592,86.66666666666667
1432A,SLD,2019,30d,720,V10,8760,7052,8760,7052,80.50228310502283
1432A,SLD,2020,30d,720,V10,8784,8202,8784,8202,93.37431693989072
1432A,SLD,2021,30d,720,V10,8049,6982,8048,6981,86.7312709653373
1432A,SLD,2015,30d,720,T2,8760,7694,8753,7694,87.8310502283105
1432A,SLD,2016,30d,720,T2,8784,8316,8784,8316,94.67213114754098
1432A,SLD,2017,30d,720,T2,8760,8380,8760,8380,95.662100456621
1432A,SLD,2018,30d,720,T2,8760,7592,8760,7592,86.66666666666667
1432A,SLD,2019,30d,720,T2,8760,7052,8760,7052,80.50228310502283
